"username","dates","location","review","rating","useful","funny","cool"
"Sara P.","5/5/2018","Reston, VA","Terribly overpriced for mediocre, appetizer-sized entrees.  This place only stands out for its food presentation, unusual ingredients, and the ""view"".  I was not impressed by the view, unless you want to see tourists boarding noisy boats right near the tables and very loud helicopters flying over often.  I had a ravioli (single) with duck egg yolk and mushrooms for $24, and it was too salty.  I'm a small woman and I left hungry.  They don't even offer bread, but I guess they're too high-end for that and I was supposed to order other dishes or the $48 full course meal. Strange they don't have a lunch menu and offer only brunch in the afternoon.Service was surprisingly subpar.  I could barely hear the young waiter who got our drink orders, and our main waiter forgot one of the dishes we ordered.  It started raining and the employees were not very helpful in moving us out of the rain.  They thought moving our table so we were literally back-to-back with people at an adjacent table was acceptable.Tip: if you sit outside, use the bathroom before you're seated because it's a long walk back to the entrance where the bathrooms are.",2,1,0,0
"Mazda E.","5/6/2018","Orlando, FL","I have been to this restaurant Fiola Mare several times for the great pasta and sea food but unfortunately it will be my last time as I was served by a very upset and angry server named Italio. He was rude, loud and seemed as if he really did not want to be there. Service took forever. I called the restaurant to speak with the manager but never got a call back. Very unprofessional. The experience was terrible and even though the food was great it felt horrible leaving the restaurant. These guys need to pay attention to their service and attitude.",1,1,0,0
"Clinton L.","5/7/2018","Near North Side, Chicago, IL","It was a pleasant surprise to my wife and I to make it to this amazing restaurant with such short notice. Our server Scott did an amazing job, until I'm sure that we had a wonderful night. From the tartare to the burrata to the lobster ravioli, everything was absolutely amazing!! Thank you Scott and to the rest of the staff at Fiola Mare for a memorable evening!!! We will be back!",5,1,0,0
"Michael O.","5/8/2018","Washington, DC","Hats off to the entire staff, especially our waiter, Sam. We recently had a very memorable lunch with family. We lucked out with great weather on top of the awesome service. The food was excellent from the fresh calamare appetizer to the wine, entrees, and desserts. Thank you again to Fiola Mare!",5,1,0,1
"Joanne B.","5/9/2018","Silver Spring, MD","My boyfriend and I came here for my birthday dinner last night. We were sat outside at a very intimate table. The weather was just perfect so the patio was lovely. Service was top notch, they even offered me a blanket to cover my shoulders towards the end of the night when it got slightly chilly outside. We started with the San Georgio seafood tower. The highlight of this tower were definitely the prawns, they were ginormous!! They were very meaty and delicious. The oysters and mussels on the tower were good as well, but I liked the prawns a lot more. We then shared the Lobster Ravioli and Mixed Grilled Seafood for our entrees. The lobster ravioli's were like little pockets of seafoody heaven. Although the dish only came with 3 raviolis, they were each filled with succulent lobster meat. The ravioli itself was so thin and delicate, it almost reminded me of a chinese wonton wrapper. I fell in love instantly and thought nothing could beat this dish!!...until we moved onto the mixed grilled seafood. My oh my....this dish came with half a lobster, one prawn, calamari, and piece of branzino. THIS was definitely my favorite of the night. Everything was cooked to perfection, especially the calamari and branzino! Simply marinated in olive oil and salt but oh so flavorful and tender. The calamari was so amazing, there was no overcooked rubbery-ness to it at all.Everything was on point throughout the night and I would not have rather had my birthday dinner anywhere else. Such a great experience!",5,0,0,1
"Liz K.","5/10/2018","Washington, DC","I came here for lunch and wow, this place is incredible! First, the staff was extremely attentive and helpful in navigating the menu. Shout-out to our server Doug for all the good recs and the fabulous service.We started with the trio of tartare which was beautifully presented. I especially loved the Asian flavors of the prawns. The salmon was fine but wasn't super flavorful. We also ordered the grilled calamari as an appetizer which is a must-have. The regular portion is huge, even for two people to share as an appetizer. I would recommend sharing as an appetizer for 3 or getting the half-size for 2.For our entrees, I ordered the lobster ravioli. Instead of traditional ravioli dough, the chef used wonton papers which went perfectly with the lobster. These raviolis are not to be messed with. They are stuffed to the max and the ginger and chive sauce is phenomenal. Plus the 3 raviolis came with huge pieces of lobster. My only complaint here was there the lobster was a little tough. I had a hard time cutting it with my butter knife. My lunch date got the salmon which looked beautiful although I didn't try it.To finish, I ordered the bombolini which were ricotta doughnuts that were cooked to perfection. The cappuccino to accompany the doughnuts was a good choice as it complemented the caramel source...also...I had to go back to work.Fiola Mare is a must-try in DC. The bill was a little painful, but it is a great restaurant for a nice occasion!",5,0,0,0
"Jeff L.","5/18/2018","Oklahoma City, OK","Overpriced and pretentious. Their pasta is handmade, great. So are 20 other places that have better service and much better executed dishes. And didn't want to let me in, because I did not have  a ""collar"" on after 5:00. Despite the dress pants, black cashmere sweater and jacket. Looking to just sit/eat at the bar. Seriously? Would never return due to the doorman alone. You're taking yourself too seriously and can't even out cook your peers. Whatever you do, skip this option and choose anything else instead.",1,3,0,0
"Frank N.","5/22/2018","Santa Fe, NM","This was perhaps the most exquisite meal I've ever had. Everything was near perfection from the moment we pulled up to the parking valet.Our dinner was a family celebration for our college graduate son, and after several long days of ceremonies, parties, and receptions, we were looking to relax and be pampered with good food and service.  Fiola Mare delivered on all fronts. The restaurant is beautifully decorated, and as we entered we were escorted to a large table in the cozy and comfortable back room.  We started with a round of unique cocktails expertly made by the bartender. From there we moved onto shared appetizers of the Burrata with Fried Prosciutto and the Hamachi.  Both were excellent, but the Burrata was better than anything I've ever had before; so light and creamy in texture.For main courses, we had the smoked potato gnocchi, the grilled Branzino and the grilled Mahi Mahi, accompanied by sides of wilted spinach and crushed smoked potatoes.  We ordered a nice bottle of a Super Tuscan wine with the assistance of their Sommelier. Everything was just fresh and delicious. It's rare that everyone in our family will rave about their meals!We normally don't eat dessert, but this being a special occasion, we ordered tiramisu, and our thoughtful server brought out two additional complementary desserts to help us celebrate! Don't miss the Bomboloni if you have room.To enjoy this wonderful restaurant, you must be prepared to spend some money.  Fiola Mare is probably the most expensive restaurant I've ever been to, and for most people not on an expense account it would be considered a luxurious special occasion restaurant. But if you're looking for such a place to celebrate that special something, this is it!",5,0,0,0
"Michele G.","5/23/2018","Jackson Hole, WY","Wonderful setting .... right by the Potomac and overlooking the Kennedy center. Service was fairly attentive. Went there for lunch today ... Sadly the arugula salad and my parent's starter appetizer of shrimp was not very tasteful - rather bland. (Next time bring out the cocktail sauce!!) The ""Alaskan"" salmon was most likely farm raised though it was fine. (Bring more of the delicious sauce that is dubbed on the plate). The mango/ apricot desert was delicious. I shall return but will likely be more demanding of the food. Coming from Los Angeles, I was surprised that valet parking was  $16 (more than I expected). Didn't know Georgetown parking was so elevated - my bad perhaps.  Like I said, beautiful setting and ambiance ...",3,1,0,0
"Christine B.","5/25/2018","Montauk, NY","Ambience and waterfront , what more could one ask for , lively atmosphere open to see kitchen then to the river . Greeted at the door , seated promptly , , on to the service , asked for bread or some table food while waiting for drink  order . Cold semi stale bread on cold plate , no butter or oil , server not available but table help responded w oil no salt and pepper , when asked , a bowl of cayenne was put on the table w salt , apologies profuse from the staff , while waiting  , the table across from us was served there entries , to much my dismay , the head server dropped the ticket on the floor , picked it up , held the dirty food ticket over the entree in the pan that was holding some sort of food to be split and the dirty ticket was over the food , hmm , not what I would want to eat , it was plain shabby as it didn't occur to them at all as it was dim and the lite to identify the food was held over ... and the part of 7 ate ....... if they new , my halibut was superb but the size of 3x3 with one strand on moistened scallion and the risotto was undercooked and not close to aldente  , , the wine server was spectacular as well as the ancillary table staff , but our waiter pointed out the most expensive to be the best , , ambience , out of 5 chef hats I give it 2 1/2- 3",3,1,0,0
"Brittanie W.","5/27/2018","Columbus, GA","Absolutely loved this place for brunch !! Brought my parents and while we did have a 1300 reservation they were more than willing to make seat us earlier and in a prime location with shade and breeze. The gentleman tending to us explained the menu, providing in-depth explanations of dishes and drinks. With orders placed everything was brought promptly. The brunch option (not chosen by me but my parents loved it) was wonderful since you received a drink (selection is listed), appetizer, entree, and desert (all chosen at once). My father realized he wanted doughnuts over the tiramisu and they happily obliged us. Let me say now, it was a fantastic choice to switch!! While the tiramisu looked interesting, it had a more deconstructed look, less layering and the doughnuts came with ice cream and chocolate drizzle. I ordered the San Giogiro and it was phenomenal. While two people could enjoy it as a starter, I was famished and did not share an ounce of it with my parents. I think a few of the reminders we had to place concerning water and my coffee was never brought at the end, but otherwise it was an exceptional visit and I will definitely return next time I am in Georgetown.",4,0,0,0
"Ivy M.","5/29/2018","Arlington, VA","This restaurant is my absolute favorite!  My husband takes me to their brunch for my birthday every year.  I highly recommend getting the 3 course brunch that comes with a basket of pastries for a little taste of everything! The food is amazing and prepared with care taken on each and every plate. The prawn ceased salad is the best I have ever eaten! The atmosphere is wonderful here and is perfect for a romantic date or a small group.  I've seen several bridal shower luncheons held here, and it's always beautiful.",5,1,0,0
"Michael L.","5/29/2018","Washington, DC","The food and ambiance are excellent.  The hotel is directly on the waterfront in prime real estate.  The service was amazing, the staff were incredible attentive.  They miss no attention to detail.  Worth having a nice meal here with your friends and family!",5,0,0,0
"Yaz H.","6/1/2018","Washington, DC","Situated perfectly on my way home from work, Fiola Mare was an easy sell when it opened. The location is an absolute gem: not only does this grand dame of the Georgetown waterfront bestride the boardwalk, it occupies a particularly picturesque spot right where the Potomac hooks west. That means stunning views of Roosevelt Island and Key Bridge from the vibrant front bar, where I love to ensconce myself for the festive happy hour. There's something magical about the ethereal balance between natural and artificial light just before the sun sets, if you can grab that moment. (The little ""Bar Piccolo"" in the back is also lovely, especially for a nightcap.) From the plush, white leather cushions on the chair to the curving marble bar and the hanging shelves, the front bar exudes class, as you'd expect from any Trabocchi establishment. And Freddy, Edwin and the whole bar crew are both impeccable in their thoughtfulness and just such cheerful conversationalists. I'll dawdle for hours here on weekends if my girlfriend is away, or when I'm catching up with an old friend. Wines by the glass are carefully curated: the Super Tuscan is big and rounded, not tart; the dry Prosecco refreshes you on a warm night. Cocktails are also crafted with care and imagination. The Sapore Vero is one of my favorites, while the Negroni is hard to beat in the sweltering summer.I don't dine here often but you cannot go wrong with a pound of the tender calamari, grilled with spartan simplicity in a deliciously savory broth. The ricotta cavatelli also ranks with the most amazing dishes I've had here, with a tart ragu that punctuates the fresh pasta.Whether you're gathering with colleagues after work or enjoying a gals/guys' night out, you'd be hard pressed to find a classier spot with the refined bustle you'll find here. I told my peeps there that while I've loved Del Mar the handful of times I've been to date, Fiola Mare will always be closer--both to home and to the heart.",5,2,0,0
"Sabrina C.","6/4/2018","Washington, DC","Food is amazing and service is wonderful it completely lives up to the reviews and ratings as one of dcs best",5,0,0,1
"Jane P.","6/5/2018","Washington, DC","My boyfriend took me here for my birthday dinner and I have to say it was  the most perfect place! First of all, it was right in front of the water and even though the day was rainy and gloomy, the ambiance of the place made up for the terrible weather. It was cozy and the lighting was bright and airy. The service was great and they made sure they attended to all of our needs and since it was my birthday, they made me feel extra special. They gave my boyfriend and me a glass of champagne, a letter from the chef, and a birthday dessert. I thought it was so thoughtful and nice. We ordered the seafood tower, which was filled with so many goodies. When I initially saw it, I thought it was a small portion, but as we dug in I realized the portion was a lot bigger than I thought. There was so much seafood on the platter. Not to mention the presentation was beautiful. We ordered a bottle of champagne and at the end ordered dessert wine and a dessert. Everything was delicious and I would recommend this place if you are trying to celebrate a special occasion.",5,1,0,1
"Kandice S.","6/7/2018","Anaheim, CA","Service was on-point, they seriously bend over backwards for their patrons.  The signature brunch was sooo worth it.  There are plenty of restaurants that get 5-star ratings from Yelpers and I just don't see it.  But this restaurant deserves the 5-star ratings.  Fresh seafood prepared creatively.  Pastas were cooked nicely with just the right amount of sauce and perfectly al dente.  Beautiful and tasty desserts.  Amazing service.  Location is important to a lot of people but the food speaks for itself.",5,0,0,0
"Sophia M.","6/8/2018","Great Falls, VA","Food was great. However, we had asked for warm bread to go with our meal and it came out more than 10 minutes later. When we had mentioned that it was not warm, he did not assist us to get what we had asked for. Secondly, I had asked for 2 glasses of the house Cabernet and the bill reflected that 2 glasses was $64... when I had asked the bartender why it was that much, he had told me that he had given us the house cab but that he had also taken care of other drinks for us. The glass of white wine I had was $12.. I don't know why he thought it was necessary to validate him charging us an absorbent amount for house wine with that fact that he had tried to comp other parts of our meal.",3,3,0,0
"Victoria K.","6/12/2018","Washington, DC","The Best!!!!! Unique setting, chic decor, phenomenal food, very well trained service.  Everything is just right....and is always consistent!  A must for anyone who appreciates fine Italian cuisine.",5,0,0,0
"Neil P.","6/17/2018","Pueblo, CO","The setting was great sitting on the Potomac River. The food was fantastic and the service was phenomenal. All of the sea food was fresh and tasted fantastic. We ate here before seeing Hamilton and the food came out with plenty of time to spare had a fantastic experience with my family I recommend this place to everybody",5,0,0,0
"Elizabeth C.","6/17/2018","Arlington, VA","The Father's Day Brunch was marvelous. (So much better than an overpriced omelet bar that most restaurants offer.) The service was impeccable and the food was delicious, with lovely presentation. We lingered and enjoyed the elegance and the waterfront view as we savored our wonderful meal.",5,0,0,0
"Christine B.","6/19/2018","Arlington, VA","I have to give 5 stars because I really enjoyed everything about this restaurant.  It's been on my list for a long time, but when I got Hamilton tickets I figured a pre-theater dinner here followed by the show would make for an epic night.  The pre-theater menu is really the way to go if you are trying not to spend too too much.  I had the tuna tartare, the black bass, and the bomboloni.  The bf had the burrata, the branzino, and the gelato.  We had some potatoes and asparagus for the sides.  Everything was prepared beautifully, and tasted great!  The portions were larger than I expected so I was pretty full by the end.  We also had a couple cocktails and they were creative and delicious.  I can't really afford to go here regularly, but I definitely recommend it for a fancy night out.",5,0,0,0
"Mujan K.","6/22/2018","Baltimore, MD","Extraordinary experience! My friends and I went there last weekend for my birthday. After being 1:30 hours late to our reservation, they still were able to seat us on a Saturday night. Our waiter was very friendly and patient. He took time to explain the menu for us. When he found out that it was my birthday, he brought us free appetizer and free dessert. Our food was about an hour late but the waiter kept apologizing for it. Though, we were so deep in our conversations that we didn't even realize the passage of time. He even gave us a free bottle of white wine because our food was delayed. Also about the food itself! It was beyond explanation! The seafood was very fresh and tasty. I loved the atmosphere as well with the water view. I will definitely go back there again! That was hell of a birthday experience :)",5,0,0,0
"Josephine C.","6/23/2018","Herndon, VA","Amazing food! We came here for dinner. The place was packed! We started with the Prawn Pasta...omg, Amazing Flavour! Pasta was a bit El dente, which was perfect! We then had the whole Brazino and Grilled Asparagus. They filleted the brazino.in front of us. At first bite: Wow! I am speechless. So simply grilled but just perfect to the taste! Grilled Asparagus, with a touch of vinegsrette was a delicious compliment to the brazino. We topped off our dinner with an Amazing desert that was lilke a hot donut with sorbet. Super dinner!",5,0,0,0
"M R.","6/24/2018","Sarasota, FL","CRAPPY SERVICE.  When someone goes in with a little kid who badly needs to go to the bathroom you don't enforce your restroom for patrons only.   We asked can we buy a bottle of water? No, we don't sell water.  Hope you get your karma's worth.  Not being nice cost you a group full of people who planned to eat there later and a bad review.",1,4,0,0
"Mark R.","6/24/2018","Downtown, Washington, DC","One of the best seafood restaurants that I have experienced.  Our waitress was tops.  She was knowledgeable about every dish on the menu, as well as the drinks. I had pasta with truffles, and porchini mushrooms.  Very authentically prepared. Hamachi appetizer was excellent.  My daughters and their husbands took me there for my 65th.  They treated us very well; I'll leave it at that!  Maureen is an excellent waitress!",4,0,0,0
"Kayla C.","7/3/2018","Randolph, NJ","Came here with a larger group celebrating a graduation. They have a prime location right on the water, but in order to accommodate our larger group they saw us towards the back room. The separate room was perfect for a large group like us though, because it was much more spacious and conducive for conversations.A must here is the seafood tower. It's one of the best I've had. For the entree I'd say the Adriatic Mixed Seafood Grill was the most impressive, but really if you like seafood you can't go wrong with the selection here.The only reason for four stars was their reservation system. When we originally called the restaurant to increase the reservation by 1 person (2 days before the dinner date), the person managing the system gave us a really hard time saying that they can not accommodate this. The person managing the reservations was not on site because their system is completely online. We had to drive to the restaurant and speak to the host directly in order to accommodate our party. It was rather inconvenient, but glad it was all sorted out.",4,0,0,0
"Yasmine B.","7/3/2018","Arlington, VA","Fantastic! It was an early-birthday celebration for my mom-away-from-home and we went to Fiola Mare for lunch. Right by the Georgetown waterfront this restaurant is accessible by bus or cab/uber/lyft. Fiola has several lunch options - there is a Mediterranean low-calorie set lunch (asparagus-monkfish-light dessert) for $28 and the same plus other items are available a la carte. We did the set menu and it was just right. The monkfish comes with a sauce that is slightly spicy - but it works. The accompanying garlic scape is a little difficult to cut with the fish knife - so as unique of a touch as it is, I would have probably either chopped it up or used another garnish / vegetable accent.And by the way - the bread and olive oil is incredible - they know what's up at this place!This the place to go for a leisurely lunch. The service is impeccable - unhurried, courteous and attentive. And they brought out a candle on the dessert for my mom - always a nice gesture :)",4,1,1,1
"Bradley K.","7/3/2018","Bethesda, MD","What an insulting and dispiriting experience.  My wife and I were celebrating our anniversary by taking the water taxi from Georgetown to Del Mar at the Wharf and decided to grab a drink at the happy hour at Fiola Mare while waiting for the boat to arrive.  I ordered the $6 specialty beer and got what I ordered.  The wine selections for $10 included white, red, and sparkling. My wife asked if they had a sparkling rose and was told yes. She ordered it and we enjoyed our drinks. When the tab came, it was for $44.  We then learned for the first time that the sparkling rose not only was not on the happy hour deal but was $34 a glass.  No one mentioned that fact in advance.  Who trains their people to rip off customers like that?  Shame on you, Fabio.",1,1,0,0
"Dave H.","7/5/2018","Washington, DC","Definitely one of the top restaurants in the greater DC area. My wife and I have never had a meal we didn't love. Amazing, attentive service and ridiculously good food. Lots of places in the DC area are expensive. This is one of the few where you won't care.",5,0,0,0
"Chris C.","7/7/2018","Morrisville, PA","What a beautiful place and a great location.  The bar is light and airy and makes you feel like you are at the beach somewhere.  The bartenders were knowledgable and our drinks were spot on.  Dinner was equally as satisfying and their parma was one of the best I have tried in a while.  I got fish and my GF got the marinated calamari served whole and it was delicious.  Service was great, and this definitely is THE only place to eat on the waterfront.",4,0,0,0
"Emily H.","7/9/2018","Baltimore, MD","This place is great..if you want a snooty, overpriced dinner. They are not accommodating at all and seem to hate dogs! I called twice to check if they had outdoor seating for dogs and the girl on the phone was very unhelpful and just said you'll see when you get there, making it sound like they had limited outdoor seating. When I did arrive, they had so much outdoor seating and more than half the tables were empty. It was also strange when you call they ask what restaurant you are calling about so it doesn't seem like the line goes directly to the restaurant and the person answering is not onsite. My family got there ahead of time and sat outdoors in an area where they reassured them dogs would be okay but when I was entering from the side with my dog the bouncer stopped me before I even found my family and pointed at my 5 pound dog and said 'that's going to be a problem.' So rude! Our waitress was nice and very accommodating but the managers and other wait staff were glaring and rolling their eyes at us! Very snobby. The food...was great but the portions were so small for the price. Will not be coming back and will not recommend to others.",2,4,0,0
"Allison P.","7/11/2018","Fredericksburg, VA","We went here for my husband's birthday. The food was absolutely delicious. The reason for 4 stars is that the wait time once seated seemed a bit extreme.  We didn't get to order our cocktails until 30 minutes after we sat down. Once we ordered though, everything was great. The views of the Potomac were great as was the people watching. We recommend the tuna carpaccio and bucatini, carbonara ravioli, and the sole. They did make a great effort to celebrate his birthday with a lemon cake and a glass of prosecco on the house.",4,0,0,0
"Sonia K.","7/13/2018","Washington, DC","We came here with friends a few weeks ago on a Wednesday night. This is important only because it was not a crowded evening due to heavy rain/storms. While the food was wonderful, I can't give this a 4-star review because our waitress seemed a bit inattentive/distracted and we waited almost 30 minutes for our drinks. However, our experience with all things food - from the wine selection to the incredibly fresh and diverse seafood offerings - was pretty great. We started with the trio of oysters and two other crudos, and the selection was perfection with the sweeter oysters from the Pacific to the brinier ones from Maine. The dipping sauces were also very complimentary to each of the different types of oysters. My husband and I shared the adriatic mixed platter, which was huge, as well as the black truffle pasta (probably one of the best things I've ever eaten)... I was full before the adriatic platter, but our friends wanted to order dessert, and the bombolini was so delicious I couldn't say no. We'd like to come back, just hoping service is a little better next time.",3,2,0,0
"Mary Kate E.","7/17/2018","Nashville, TN","I have been wanting to try Fiola Mare for as long as I can remember. It took me moving in 2 weeks for me to finally bite the budget bullet to go in, and in doing so - I went twice. Once with my friend for drinks and the other to solo. Both times I enjoyed.The menu isn't for everyone. It has a lot of emphasis on mushrooms and spices. For someone who can't do a lot of spice and doesn't prefer mushrooms, it took me a minute to find something that I liked. I settled on the scallops for the meal plus a glass of wine. I really liked it, and though the menu listing looked like it had conflicting ingredients, but honestly, they harmonized really well. It was delish.My server on my solo night was okay. I wasn't blown away by her service. She definitely was more engaging with the table of 4 who bought 2 bottles of wine and a full spread than me. I kind of expected that though, so I was not too terribly surprised.Coming here on a Saturday night opposed to a Tuesday night are 2 different types of settings as one can imagine. Coming on a Saturday late night when the bar is the only place to get a seat is perfect if you enjoy people watching. My friend I enjoyed watching the people around us chat. In particular, we sat a couple of seats away from an older gentleman and his very young date who left very little to the imagination. My friend who is a Georgetown local said she would not be in the least bit surprised if she was the ""lady of the evening."" He caressed her shoulder with his hand and kissed her every so often on the cheek. It was very interesting watching their body language, but again, you couldn't help but to watch. The 2 ladies next to us mentioned they overheard them saying they were headed to Top of the Gate. Again, not that we really cared, but you just knew he was pulling out all the stops for this chick. The bartenders are very entertaining. They are very engaging and fun all while offering intellectual conversation. Let's not forget that there was NOT a single ugly person behind their bar. Everyone was pretty in Fiola Mare! Compliments of the bartenders, everyone at the bar got a free flute of prosecco. They cheered us and we appreciated the kind gesture.Ladies - wear close toed shoes after 9. They do not really have a strict dress code other than upscale casual before 9, but if you're dressed down to any capacity, you will not be admitted.Fiola Mare, I am happy I tried you out. I enjoyed my experiences, but you are definitely more of a Saturday night drinks/apps type place for me than full dinner menu unless it is one someone else's tab. My guess if you spend more money, you're going to get more attention.",4,8,4,8
"Lana T.","7/20/2018","Lanham, MD","Everything about this place was the bee knees. We were there celebrating my girlfriends birthday and it was such a lovely way to end our evening. The service impeccable. Our waiter was so very knowledgeable in terms of the menu. He described everything with such great detail we were able to make our dinner choices with confidence and ease. Oh and the drinks were a whole other level of delicious, plus after one drink somehow I had a buzz..they weren't watered down and seemingly every aspect of the cocktails were made in house and crafted with extreme care and awareness of what tastes good together. My gf had the lobster ravioli and she doesnt normally enjoy lobster. It was startlingly impressive. The flavor was beyond description and truthfully I feel any word I tried to use would do it no justice and almost be disrespectful. I had the seafood grill, served on a copper pan with the pan juices on 2 small flames. This dish included langostino, scallops, calamari and branzino fish, again, no words can properly summarize the level and depth of flavor but I was full halfway thru the meal...for me that means true satisfaction and my brain registered it as such. While definitely a pricey place I will be going back to enjoy one of their dishes that has truffles(they were all out that night). Really awesome experience and even better food!",5,1,0,0
"Lauretta A.","7/21/2018","Venice, Los Angeles, CA","Bar tenders were rude and had no idea how to make a drink with substantial amount of alcohol. General manger has issues making employees-and customers uncomfortable. We had only bought one drink and the hostess was being ridiculous with wanting to kick us out. It was pouring rain and she assumed we were trying to take shelter. While my drink was in hand the security personal came out and also wanted to kick us out. I would never allow anyone I care about at this establishment",1,3,0,0
"Audrey M.","7/23/2018","Arlington, VA","My bff and I enjoyed a fabulous brunch here last weekend. We sat outside on the patio (despite the creeping humidity...our mistake), and both opted for the $48 signature brunch, which includes a cocktail, lemon croissant, and choice of appetizer, entree and dessert. This is such an incredible steal, given the portion sizes and quality. We went with the following - Tuna tartare (fresh, not diced too finely, loved the crema); Burrata (super creamy, utterly delicious); Carbonara ravioli (inventive, decadent, a tad salty); Shrimp in potacchio (flavorful, creamy, loved the addition of guanciale aka BACON, a bit strong on the tabasco); Tiramisu (can't go wrong with this classic); Bomboloni (hot, fresh, unbelievably soft donut holes with a side of warm chocolate dipping sauce...heavenly). We were also mistakenly brought the Gragnano spaghetti alla granseola, which our server graciously told us to enjoy on the house...and oh, did we enjoy it. Savory chunks of crab, tomato, and thin slices of garlic is an unbeatable combo. We both chose the bloody mary to accompany our meals, and they were strong, spicy, and well garnished. My friend commented on the awkward shape of the glass making it difficult to drink, but it could also be a matter of personal preference. I do wish I had gone with a mimosa or bellini to offset the richness (and tomato sauces) of all the food. Our server, Douglas (if I remember correctly) was fantastic - polite, friendly, attentive without being overbearing. He made a lovely experience that much nicer. I recommend business casual dress at minimum, and arriving on an empty stomach!",4,1,0,0
"Rico V.","7/23/2018","Silver Spring, MD","The two Fiola restaurants hold a special place in my wife and I's hearts.  We celebrated our first and fifth anniversary's there and the food is decedent.  Presentation, service, innovation, and refinement come together extremely well at Fiola and Fiola Mare.  I really enjoy their ever changing menu.  Since I've been there for brunch several times, I'll recommend their gazpacho's and the sangria.  Both were amazing and consistent in quality each time.",5,1,0,0
"R D.","7/26/2018","Northwest Washington, Washington, DC","My wife and I went here to celebrate a birthday and we were blown away with this restaurant. We had noted the special occasion on our reservation and we were given a great table outside, overlooking the Potomac.From the start, the wait staff was incredibly friendly and attentive.  Everything we ordered from the cocktails to the food were of the highest quality.  We are definitely coming back for the burrata, scallops, and halibut.Highly recommend this place for a special occasion.",5,0,0,0
"Daniel I.","7/27/2018","Washington, DC","Exceptional seafood and serviceMy wife and I went to dinner using a gift card from our wedding (because OOH it's expensive), and we were blown away.  We had:Citronella cocktail x2, Spring Garden cocktailBurrata appetizer, hamachi sashimi, and they threw in a free yellowfin tuna carpaccio because of our weddingSplit the risottoBlack bassGrilled adriatic seafood platter: lobster, langoustine, calamari, and bronzinoBombolini for dessertThey threw in a small lemon sponge cake as wellThe waiter did a great job walking us through the menu, directed us toward recommended dishes, and was attentive but never intrusive. The seafood was prepared expertly.  The quality of the food shone through and was never overshadowed.  Often dishes were simply prepared which was ideal.  It was a really special meal.A minor complaint: I took the waiter's recommendation for a glass of red and didn't ask the price.  It was delicious...but $35 per glass.  I guess I should have asked but at that price maybe a quick heads up would have been good.All in all -- wonderful restaurant.",5,0,0,0
"Kimi S.","7/27/2018","Vienna, VA","It's been a few years since Fiola Mare hit the scene but it's still as popular as ever. When a friend recently requested waterfront views and oysters for her birthday brunch, we immediately knew this would be the perfect place.The inside of the restaurant is quite beautiful but their expansive patio is the place to be. Besides the sweeping views of the Potomac and waterfront breeze, it's one of the best people watching spots in town.You can order a la carte here, but for $50 you are allowed a cocktail, pastry, appetizer, entree and dessert off the menu. It's an awesome deal and something that I definitely recommend. I absolutely loved my Sunny Day Mocktail which was made with lavender syrup and my pastry was a filled lemon cruffin which was absolutely worth every single carb.For an appetizer, I was torn between the gazpacho and the oysters which was surprisingly included in the brunch deal. I went with the gazpacho which had a lovely presentation and was delightful on the tongue. The crab cakes benedict was the only item I was really disappointed in -- it was more like one or two small pieces of crab swimming in Hollandaise than an actual crab cake. The English muffin was also super chewy and dense, no airy nooks and crannies. Since we had made note that it was a birthday, the server came back with a glass of champagne for everyone which was a sweet and much appreciated gesture. Just a note -- it is quite easy to get a reservation here but boy do they take things seriously! There is a $50 per person cancellation fee (if you cancel less than 24 hours in advance) and they will message you multiple times to remind you about the restaurant dress code (which of course, is not enforced thank goodness).",4,15,2,14
"Grace C.","7/31/2018","Washington, DC","I was initially a little disappointed to find that we were only offered the brunch menu as the things I came for didn't exist in the brunch menu. Turns out, the brunch deal was an excellent choice. The lemon croissants that kicked everything off was absolutely delicious. I had oysters to start and the selection was great. All in all, I was happy I stuck to brunch and that we all had a great time with good food.",5,1,1,1
"Raphael A.","8/3/2018","Brooklyn, Brooklyn, NY","The magic comes from the superb ambiance, the excellent service and the sommeliers who know how to pair everything.",5,0,0,0
"Sarah M.","8/6/2018","New Orleans, LA","Pricey, but worth it. Unbelievably fresh seafood, the lobster ravioli is a must have! Menu changes daily based on availability of seafood and that freshness is definitely reflected in the quality of the food.",5,0,0,0
"Brooke D.","8/9/2018","Titusville, FL","If I could rate this restaurant higher I would. Right from the beginning I felt welcomed by every staff member. Came in for a quick drink but stayed longer because of the attentive staff, especially one of the bar staff who got to know my friend and I as well as give us local info. If I was from the area, I would be there often",5,0,0,0
"Ken D.","8/11/2018","Lake Forest, IL","Overpriced and the service lacked for a place that charges the way it does. Food was delicious minus the calamari which tasted like rubber. Ordered the mixed grilled fish platter. Beautiful view on the waterfront in Georgetown but make sure the top of the umbrellas from the patio below aren't blocking your view.",3,2,0,0
